word,celex_total,celex_wrt,celex_spk,ad_profile,mlbf_tk,wordlength
pat,19.05,19.4,14.62,201,2.598803505,3
pub,20.73,21.2,14.62,201,2.284173325,3
pot,24.75,25.9,10,201,2.754962747,3
job,244.25,236.45,343.85,201,2.476776197,3
god,260.78,268.55,161.54,201,2.776003757,3
yet,469.22,483.92,281.54,201,3.265186801,3
put,687.26,667.59,938.46,201,3.399983865,3
got,860.11,713.43,2733.08,201,3.430985322,3
get,1169.94,1069.58,2451.54,201,3.252132522,3
jag,0.45,0.36,1.54,202,1.789802224,3
pip,0.39,0.42,0,202,1.832762354,3
gig,0.56,0.48,1.54,202,1.884252368,3
pug,0.67,0.6,1.54,202,2.304675635,3
pap,0.67,0.72,0,202,2.296544533,3
pup,0.89,0.9,0.77,202,2.325112304,3
pep,1.06,1.08,0.77,202,1.716131025,3
jig,1.12,1.2,0,202,1.403809485,3
gag,1.84,1.99,0,202,2.016781876,3
pry,1.96,2.05,0.77,202,1.758908801,3
jog,3.35,3.61,0,202,2.24026018,3
jay,4.75,3.67,18.46,202,2.638245834,3
peg,5.25,5.6,0.77,202,2.263489292,3
jug,8.49,9.04,1.54,202,1.352334307,3
gay,14.02,14.88,3.08,202,2.865225487,3
pop,21.06,18.37,55.38,202,2.070880689,3
pig,17.88,18.98,3.85,202,2.168735241,3
gap,34.13,34.4,30.77,202,2.132398738,3
joy,40.39,42.05,19.23,202,2.452120467,3
guy,56.48,58.8,26.92,202,2.193097614,3
pay,189.66,178.67,330,202,3.029371281,3
phi,0.34,0.36,0,210,-0.033560271,3
ply,1.62,1.75,0,212,0.987480016,3
gym,4.08,4.22,2.31,220,0.610660163,3
macs,0.39,0.3,1.54,0,2.608901623,4
coos,0.34,0.36,0,0,2.605437531,4
emir,0.73,0.36,5.38,0,1.385384997,4
isms,0.34,0.36,0,0,0.91802524,4
roan,0.34,0.36,0,0,3.053369051,4
ewer,0.39,0.42,0,0,1.585774143,4
morn,0.39,0.42,0,0,3.324867317,4
ovum,0.39,0.42,0,0,1.38945677,4
roux,0.39,0.42,0,0,2.386555842,4
wain,0.39,0.42,0,0,3.220855819,4
cuss,0.5,0.48,0.77,0,2.833916224,4
acme,0.45,0.48,0,0,1.799526661,4
ammo,0.45,0.48,0,0,0.709534524,4
coca,0.56,0.54,0.77,0,1.839711005,4
rove,0.56,0.6,0,0,3.217257624,4
cine,0.67,0.66,0.77,0,2.984294331,4
ices,0.61,0.66,0,0,1.527390671,4
maim,0.67,0.72,0,0,3.003235178,4
mire,0.67,0.72,0,0,3.225487933,4
noun,1.01,0.72,4.62,0,2.289532087,4
sacs,0.67,0.72,0,0,2.639026794,4
acne,0.73,0.78,0,0,1.656407044,4
arcs,0.84,0.78,1.54,0,1.556274915,4
semi,0.95,0.78,3.08,0,1.337706306,4
sire,0.73,0.78,0,0,3.213963483,4
vino,0.73,0.78,0,0,2.022576255,4
aces,0.78,0.84,0,0,1.910715661,4
mien,0.78,0.84,0,0,3.227020284,4
onus,0.89,0.84,1.54,0,2.205065375,4
ouzo,0.78,0.84,0,0,0.74697551,4
sine,2.74,0.84,26.92,0,3.18185498,4
cues,1.23,0.9,5.38,0,2.326323807,4
mica,0.84,0.9,0,0,1.946661068,4
rave,0.95,0.96,0.77,0,3.432387334,4
zoom,0.89,0.96,0,0,2.822597306,4
zoos,0.95,1.02,0,0,1.906996354,4
eras,1.01,1.08,0,0,1.410541099,4
muse,1.12,1.08,1.54,0,3.270108621,4
ruse,1.01,1.08,0,0,2.925206447,4
vane,1.01,1.08,0,0,2.907531405,4
viva,1.12,1.08,1.54,0,2.109144405,4
aria,1.23,1.2,1.54,0,1.665914419,4
czar,1.12,1.2,0,0,1.087679566,4
mums,1.28,1.2,2.31,0,2.57344958,4
oars,1.12,1.2,0,0,2.292345021,4
ooze,1.12,1.2,0,0,0.962898991,4
sans,1.12,1.2,0,0,3.182708009,4
sawn,1.12,1.2,0,0,2.998015249,4
veer,1.17,1.2,0.77,0,3.419041629,4
woes,1.12,1.2,0,0,3.043164978,4
mans,1.4,1.27,3.08,0,3.152582838,4
swum,1.17,1.27,0,0,1.06807443,4
urns,1.17,1.27,0,0,1.280874055,4
marc,1.45,1.33,3.08,0,2.338144972,4
mown,1.28,1.33,0.77,0,3.322463859,4
ewes,1.28,1.39,0,0,1.550037242,4
iris,1.68,1.39,5.38,0,2.571394381,4
wean,1.34,1.45,0,0,3.592533535,4
wove,1.34,1.45,0,0,3.228247651,4
wane,1.4,1.51,0,0,3.278474951,4
weir,1.45,1.51,0.77,0,2.573282902,4
rims,1.45,1.57,0,0,2.751579303,4
nous,1.51,1.63,0,0,2.742211789,4
seer,1.51,1.63,0,0,3.371296559,4
ions,1.56,1.69,0,0,2.032413022,4
rams,1.56,1.69,0,0,2.79395295,4
saws,1.56,1.69,0,0,2.735464665,4
coax,1.73,1.75,1.54,0,2.230821217,4
ores,1.62,1.75,0,0,2.369333997,4
soar,1.62,1.75,0,0,3.119148029,4
ware,1.79,1.81,1.54,0,3.463320628,4
crux,1.84,1.93,0.77,0,1.364984116,4
anew,1.84,1.99,0,0,2.395461669,4
coma,1.84,1.99,0,0,2.574368826,4
mace,1.9,2.05,0,0,3.389315348,4
cove,2.07,2.05,2.31,0,3.261471525,4
icon,1.96,2.05,0.77,0,1.311150854,4
cons,2.01,2.11,0.77,0,2.983553651,4
mews,1.96,2.11,0,0,2.464655717,4
inns,2.01,2.17,0,0,2.314150904,4
oxen,2.01,2.17,0,0,1.637626702,4
suns,2.18,2.17,2.31,0,2.7004538,4
anus,2.07,2.23,0,0,1.549998656,4
cram,2.12,2.23,0.77,0,2.116639827,4
seam,2.4,2.35,3.08,0,2.955644745,4
axes,2.4,2.41,2.31,0,1.651194681,4
airs,2.29,2.47,0,0,2.277509011,4
rein,2.35,2.47,0.77,0,2.404061108,4
mane,2.51,2.53,2.31,0,3.398371506,4
sows,2.35,2.53,0,0,3.017994793,4
amen,2.4,2.59,0,0,1.969604391,4
memo,2.57,2.59,2.31,0,1.699335789,4
nova,3.58,2.59,16.15,0,2.049965626,4
roam,2.46,2.65,0,0,2.653640889,4
sari,2.46,2.65,0,0,2.444792512,4
vows,2.51,2.65,0.77,0,2.457597598,4
scan,2.57,2.71,0.77,0,1.831980452,4
vine,2.57,2.77,0,0,3.004974727,4
mini,3.97,2.83,18.46,0,2.40589276,4
arse,2.68,2.89,0,0,2.074863158,4
mime,2.79,2.95,0.77,0,3.358814766,4
omen,2.79,3.01,0,0,1.801562895,4
secs,2.79,3.01,0,0,1.96969769,4
scum,2.91,3.07,0.77,0,1.006836505,4
rani,2.91,3.13,0,0,2.346468067,4
vans,3.52,3.37,5.38,0,2.661742737,4
nave,3.18,3.43,0,0,3.343556219,4
sewn,3.24,3.43,0.77,0,2.78866585,4
moor,3.46,3.55,2.31,0,3.336219746,4
user,3.91,3.61,7.69,0,2.923437898,4
cone,3.46,3.73,0,0,3.229342319,4
moan,3.91,4.16,0.77,0,3.226183309,4
owes,4.19,4.16,4.62,0,1.962964594,4
crow,3.97,4.22,0.77,0,2.932802878,4
sown,3.91,4.22,0,0,3.280545377,4
vase,3.97,4.28,0,0,2.837507184,4
zinc,4.02,4.28,0.77,0,1.570476273,4
mare,4.02,4.34,0,0,3.583217183,4
aura,4.8,4.88,3.85,0,1.755184946,4
exam,8.1,4.94,48.46,0,1.449716187,4
vein,5.2,5.12,6.15,0,2.487018939,4
nuns,5.08,5.24,3.08,0,2.158469719,4
swan,5.42,5.48,4.62,0,2.635880783,4
neon,5.2,5.6,0,0,2.245440266,4
wren,5.47,5.9,0,0,2.681595376,4
visa,6.2,6.02,8.46,0,2.050919196,4
moss,6.37,6.75,1.54,0,3.321203065,4
norm,6.82,6.93,5.38,0,2.992596202,4
maze,6.82,7.35,0,0,2.51979363,4
scar,6.87,7.41,0,0,1.766863653,4
worm,7.37,7.53,5.38,0,3.198846077,4
swam,7.15,7.65,0.77,0,2.236152621,4
menu,7.26,7.77,0.77,0,2.313773127,4
wins,7.65,7.83,5.38,0,3.291090402,4
coin,7.82,7.95,6.15,0,2.757345994,4
sane,7.82,8.13,3.85,0,3.428496677,4
mama,7.77,8.31,0.77,0,2.608552255,4
axis,10.22,8.31,34.62,0,2.047235868,4
ness,8.32,8.98,0,0,3.11569469,4
cane,9.83,9.64,12.31,0,3.320244778,4
mars,9.44,9.94,3.08,0,3.085183945,4
mice,10.28,10.42,8.46,0,2.939904545,4
cans,9.83,10.48,1.54,0,3.074456111,4
owns,11.01,10.84,13.08,0,1.655322763,4
zone,11.28,11.39,10,0,2.530901141,4
warn,11.4,12.05,3.08,0,3.063657571,4
sour,11.56,12.29,2.31,0,3.392687903,4
sins,12.07,12.77,3.08,0,2.936066312,4
ruin,12.18,12.83,3.85,0,2.37856428,4
anna,13.02,12.89,14.62,0,1.265103554,4
seas,12.85,13.67,2.31,0,2.803838712,4
roar,13.02,13.86,2.31,0,2.988252252,4
vain,13.35,14.1,3.85,0,2.849912273,4
vice,14.25,14.16,15.38,0,2.751499842,4
sore,14.3,15.06,4.62,0,3.682611893,4
zero,16.03,15.12,27.69,0,2.285451556,4
acre,14.86,16.02,0,0,2.324817757,4
sums,16.54,17.05,10,0,2.508853242,4
noon,16.2,17.23,3.08,0,3.014232166,4
core,16.93,17.41,10.77,0,3.595930017,4
cows,18.21,19.28,4.62,0,2.931312917,4
oven,17.93,19.28,0.77,0,3.534984257,4
earn,20.34,21.02,11.54,0,3.009157051,4
cure,21.34,22.47,6.92,0,2.955303701,4
wars,22.46,22.59,20.77,0,2.965287391,4
aims,22.35,22.77,16.92,0,2.406421795,4
crew,22.68,23.55,11.54,0,2.559861747,4
ours,25.59,23.67,50,0,2.258367157,4
swim,23.85,24.34,17.69,0,1.736760386,4
rows,23.58,24.82,7.69,0,2.887099017,4
corn,24.97,26.08,10.77,0,3.19626696,4
rear,25.36,27.05,3.85,0,3.255043348,4
rice,27.26,27.83,20,0,2.835116368,4
mess,28.44,28.73,24.62,0,3.036287469,4
cave,27.43,29.58,0,0,3.618677377,4
ease,32.23,33.98,10,0,3.15395021,4
uses,37.54,36.14,55.38,0,2.887700997,4
wise,35.14,36.57,16.92,0,3.341826866,4
worn,35.03,37.17,7.69,0,3.163043086,4
wire,35.25,37.23,10,0,3.568987574,4
sees,44.13,43.07,57.69,0,3.335559659,4
wave,45.36,44.88,51.54,0,3.57690755,4
mere,42.91,45.42,10.77,0,3.528724454,4
ears,45.75,47.77,20,0,2.910786871,4
runs,47.37,48.49,33.08,0,2.420147964,4
sons,46.42,48.8,16.15,0,3.070235527,4
rare,50,52.35,20,0,3.318800413,4
moon,53.13,55.48,23.08,0,3.382306272,4
snow,60.22,62.05,36.92,0,2.781179753,4
wore,60.39,63.73,17.69,0,3.562706144,4
wear,67.71,68.55,56.92,0,3.527416736,4
save,66.82,68.73,42.31,0,3.726929276,4
nine,73.85,71.14,108.46,0,2.994104559,4
iron,70,72.47,38.46,0,2.797274695,4
cars,78.1,75.24,114.62,0,3.007057218,4
rain,71.56,75.24,24.62,0,3.076335604,4
nose,73.02,76.27,31.54,0,2.959589532,4
wine,73.35,76.51,33.08,0,3.53687907,4
race,77.21,79.46,48.46,0,3.124898578,4
rise,85.03,88.92,35.38,0,2.893539048,4
mine,92.63,92.23,97.69,0,3.19337943,4
warm,91.56,95.24,44.62,0,3.099460561,4
rose,102.35,109.58,10,0,3.154849379,4
mass,113.02,111.14,136.92,0,3.321886712,4
size,112.57,114.52,87.69,0,2.395166962,4
news,116.31,117.17,105.38,0,2.544062938,4
nice,141.23,123.55,366.92,0,2.740629674,4
none,120.95,125.66,60.77,0,2.989868571,4
ones,142.74,134.94,242.31,0,3.124524507,4
arms,152.12,161.39,33.85,0,2.491461948,4
care,174.69,181.87,83.08,0,3.505090455,4
move,185.03,185.48,179.23,0,3.390071882,4
area,201.28,193.37,302.31,0,2.760816139,4
near,188.66,194.22,117.69,0,3.30820378,4
main,197.15,199.76,163.85,0,3.340752373,4
view,222.46,212.23,353.08,0,2.699923883,4
seem,220.5,218.31,248.46,0,3.41803276,4
miss,232.29,244.58,75.38,0,2.991866653,4
TRUE,259.16,250.06,375.38,0,1.993941681,4
name,264.58,269.58,200.77,0,3.207569121,4
sure,303.85,292.59,447.69,0,3.320439188,4
soon,285.81,298.43,124.62,0,3.34038779,4
mean,421.62,298.55,1993.08,0,3.293913359,4
case,383.58,376.87,469.23,0,3.250220557,4
seen,377.09,379.4,347.69,0,3.600255237,4
ever,449.55,456.69,358.46,0,3.344571762,4
room,470.22,491.81,194.62,0,3.476824583,4
once,563.74,586.02,279.23,0,3.099578537,4
same,674.97,657.35,900,0,3.590942177,4
came,698.77,717.83,455.38,0,3.482690279,4
come,871.84,856.69,1065.38,0,3.526633578,4
even,1309.78,1351.08,782.31,0,3.57353044,4
over,1364.19,1382.17,1134.62,0,3.306025579,4
some,1912.4,1883.01,2287.69,0,3.613315453,4
more,2443.85,2458.19,2260.77,0,3.724530375,4
were,3537.54,3634.7,2296.92,0,3.82734463,4
swot,0.39,0.18,3.08,1,1.579635479,4
wack,0.84,0.18,9.23,1,3.326042569,4
rook,0.95,0.24,10,1,3.298963341,4
rood,0.34,0.3,0.77,1,3.291000712,4
oust,0.34,0.36,0,1,2.883773699,4
serf,0.34,0.36,0,1,2.651891548,4
moot,0.39,0.42,0,1,3.267883465,4
vial,0.39,0.42,0,1,2.203492429,4
coed,0.56,0.48,1.54,1,3.06635934,4
coot,0.45,0.48,0,1,3.139283108,4
murk,0.45,0.48,0,1,3.115755796,4
weal,0.45,0.48,0,1,3.413127914,4
amok,0.5,0.54,0,1,1.580657153,4
mack,0.5,0.54,0,1,3.445939123,4
runt,0.5,0.54,0,1,2.70203889,4
woof,0.56,0.54,0.77,1,2.832590085,4
newt,0.61,0.66,0,1,1.674618573,4
rusk,0.61,0.66,0,1,2.703307147,4
snot,0.61,0.66,0,1,2.532355344,4
mart,0.67,0.72,0,1,3.281661255,4
smut,0.67,0.72,0,1,1.040062033,4
swat,0.67,0.72,0,1,2.913312117,4
waif,0.73,0.78,0,1,2.218548157,4
nook,0.78,0.84,0,1,3.103703494,4
rant,0.78,0.84,0,1,3.170056993,4
wart,0.78,0.84,0,1,3.161764701,4
cask,0.84,0.9,0,1,3.028321256,4
scab,0.89,0.96,0,1,1.214794447,4
wast,1.06,0.96,2.31,1,3.450750938,4
suet,0.95,1.02,0,1,2.517345874,4
wort,1.01,1.02,0.77,1,3.261150216,4
rink,1.12,1.08,1.54,1,2.86538945,4
crib,1.12,1.14,0.77,1,1.503618194,4
swab,1.12,1.2,0,1,2.018694778,4
cant,9.66,1.27,116.92,1,3.356347036,4
rind,1.17,1.27,0,1,3.156641978,4
vied,1.17,1.27,0,1,2.763890491,4
ruck,1.28,1.39,0,1,2.979588204,4
snub,1.28,1.39,0,1,1.580962687,4
mush,1.34,1.45,0,1,3.170221094,4
reek,1.34,1.45,0,1,3.078795669,4
emit,1.56,1.57,1.54,1,1.379346668,4
musk,1.56,1.69,0,1,3.04820932,4
wand,1.56,1.69,0,1,3.346525676,4
avid,1.73,1.81,0.77,1,1.820819148,4
rout,1.68,1.81,0,1,2.792392276,4
verb,2.35,1.81,9.23,1,2.793792739,4
wick,2.23,1.81,7.69,1,3.340027961,4
mead,1.73,1.87,0,1,3.220800634,4
anal,1.84,1.99,0,1,1.805503715,4
maul,1.84,1.99,0,1,2.14722233,4
curt,1.9,2.05,0,1,2.653747773,4
rand,1.9,2.05,0,1,3.202005461,4
soot,1.9,2.05,0,1,3.225964983,4
moat,2.01,2.11,0.77,1,3.503614643,4
snob,2.29,2.11,4.62,1,1.989785325,4
meek,2.23,2.17,3.08,1,3.05254888,4
cunt,2.07,2.23,0,1,2.617209239,4
wont,3.63,2.29,20.77,1,3.232220703,4
sued,2.4,2.41,2.31,1,2.681429782,4
zest,2.4,2.47,1.54,1,2.774806601,4
sash,2.29,2.47,0,1,3.258584929,4
omit,2.51,2.65,0.77,1,1.500826797,4
mast,2.57,2.71,0.77,1,3.570647493,4
awed,2.57,2.77,0,1,2.410580047,4
curd,2.63,2.83,0,1,2.639011534,4
coil,3.3,3.07,6.15,1,2.636540345,4
sock,3.02,3.13,1.54,1,2.976260133,4
mash,3.07,3.19,1.54,1,3.228459757,4
vent,3.13,3.25,1.54,1,3.238783946,4
iced,3.13,3.31,0.77,1,1.517361159,4
mink,3.13,3.37,0,1,2.970177628,4
wail,3.13,3.37,0,1,3.100050169,4
sect,3.18,3.43,0,1,2.618236261,4
wink,3.46,3.67,0.77,1,3.313677268,4
writ,3.52,3.67,1.54,1,1.97712158,4
mick,3.8,3.92,2.31,1,2.99652832,4
monk,3.91,4.04,2.31,1,3.134740874,4
curl,4.13,4.22,3.08,1,2.481176053,4
numb,4.02,4.22,1.54,1,1.857340489,4
rust,4.47,4.4,5.38,1,3.167506656,4
mesh,4.36,4.46,3.08,1,2.942860515,4
mend,4.64,4.94,0.77,1,3.161527794,4
zeal,4.8,5.12,0.77,1,2.604266089,4
vest,4.86,5.18,0.77,1,3.394252869,4
veal,4.92,5.3,0,1,3.223712357,4
arid,5.36,5.66,1.54,1,2.798246266,4
cork,5.53,5.72,3.08,1,3.326650288,4
reed,5.47,5.78,1.54,1,3.290317387,4
comb,5.7,5.84,3.85,1,2.91465762,4
crab,5.42,5.84,0,1,1.899181985,4
mint,5.7,6.02,1.54,1,3.229481687,4
void,5.7,6.14,0,1,2.489182277,4
muck,5.75,6.14,0.77,1,3.324490378,4
oral,7.04,6.33,16.15,1,2.072438499,4
curb,6.03,6.45,0.77,1,2.111167367,4
oval,6.09,6.57,0,1,2.249643547,4
surf,6.31,6.81,0,1,2.382146733,4
reef,6.87,7.41,0,1,2.717927631,4
soak,6.87,7.41,0,1,2.72072138,4
veil,7.49,7.83,3.08,1,2.366213289,4
cock,7.37,7.89,0.77,1,2.889578257,4
rick,7.77,8.37,0,1,2.891740143,4
cord,8.27,8.49,5.38,1,3.27963785,4
mock,8.21,8.55,3.85,1,3.018178614,4
sail,8.27,8.67,3.08,1,3.250071895,4
rack,8.32,8.8,2.31,1,3.181522353,4
womb,8.83,9.4,1.54,1,2.881433746,4
cart,8.83,9.52,0,1,3.203534528,4
weed,9.33,9.76,3.85,1,3.562690775,4
owed,9.61,9.82,6.92,1,1.952935083,4
riot,10,10.24,6.92,1,2.209324698,4
suck,10,10.54,3.08,1,3.25989404,4
rash,10.28,10.9,2.31,1,2.964042987,4
exit,10.95,11.02,10,1,1.716097304,4
sunk,10.73,11.08,6.15,1,2.723040666,4
reel,10.61,11.14,3.85,1,3.129675912,4
nail,12.01,12.35,7.69,1,2.866698839,4
raid,12.07,12.89,1.54,1,3.281887206,4
maid,12.68,13.19,6.15,1,3.546303975,4
amid,12.4,13.31,0.77,1,1.983609819,4
seal,12.85,13.73,1.54,1,3.175967287,4
nest,13.74,14.1,9.23,1,3.364455471,4
arch,13.52,14.46,1.54,1,2.450526246,4
sack,14.02,14.46,8.46,1,3.476064294,4
mist,13.63,14.64,0.77,1,3.240627434,4
sank,13.69,14.64,1.54,1,3.205294875,4
mask,14.08,14.94,3.08,1,3.106447984,4
earl,15.2,16.2,2.31,1,2.934692461,4
nick,17.21,17.71,10.77,1,2.797253449,4
rail,23.07,19.4,70,1,2.955529954,4
root,22.96,21.99,35.38,1,3.095069207,4
acid,21.51,22.17,13.08,1,2.241796963,4
wool,21.45,22.83,3.85,1,3.002191137,4
rank,22.51,23.98,3.85,1,2.910752934,4
inch,24.36,25.3,12.31,1,3.179877918,4
ward,24.92,25.6,16.15,1,3.147028461,4
mail,25.31,26.63,8.46,1,3.219946724,4
sink,26.2,27.65,7.69,1,2.958653178,4
seed,27.82,28.98,13.08,1,3.325530147,4
rush,28.27,29.4,13.85,1,2.825318921,4
aunt,30.22,30.66,24.62,1,2.46552566,4
neat,28.83,30.78,3.85,1,3.650751913,4
coal,42.51,38.37,95.38,1,2.918177331,4
rent,43.13,41.63,62.31,1,3.155826115,4
wash,40,42.05,13.85,1,3.108563203,4
soul,40.84,42.23,23.08,1,2.8704221,4
soil,44.08,45.72,23.08,1,2.72322222,4
seek,43.52,45.84,13.85,1,3.114008429,4
mood,45.75,47.65,21.54,1,3.46381497,4
card,46.09,48.13,20,1,3.188798288,4
weak,46.87,48.55,25.38,1,3.128990087,4
roof,46.42,48.86,15.38,1,2.821600058,4
cook,49.5,50.66,34.62,1,3.343177242,4
cast,52.57,54.4,29.23,1,3.492520765,4
meal,53.07,54.7,32.31,1,3.114507738,4
cash,54.58,55.06,48.46,1,3.15033303,4
coat,52.4,55.42,13.85,1,3.375014286,4
evil,52.91,55.9,14.62,1,2.5011851,4
sand,54.25,57.77,9.23,1,3.496547402,4
cool,54.92,58.55,8.46,1,3.03541501,4
unit,63.46,62.71,73.08,1,2.08125209,4
suit,61.62,64.28,27.69,1,2.549680192,4
vast,66.87,68.07,51.54,1,3.079807392,4
risk,68.32,71.33,30,1,2.671639748,4
sick,68.49,71.51,30,1,2.98500387,4
wood,72.4,75.18,36.92,1,3.30199074,4
meat,71.51,76.02,13.85,1,3.571344692,4
neck,74.02,79.1,9.23,1,2.824682862,4
send,83.91,79.22,143.85,1,3.222987343,4
seat,77.99,81.69,30.77,1,3.632804241,4
mark,82.63,82.95,78.46,1,3.313937453,4
rock,83.07,87.59,25.38,1,2.845364356,4
wind,110.89,117.17,30.77,1,3.604929795,4
wait,118.66,121.14,86.92,1,3.111665895,4
rich,120.28,124.88,61.54,1,2.948953975,4
wish,127.65,127.11,134.62,1,3.241939339,4
east,134.64,136.02,116.92,1,3.396250419,4
cost,139.55,141.81,110.77,1,3.441363489,4
meet,138.16,141.87,90.77,1,3.09998669,4
sent,154.08,157.95,104.62,1,3.191038876,4
west,191.96,192.29,187.69,1,3.583668426,4
road,211.79,213.07,195.38,1,2.980256327,4
word,220.67,213.07,317.69,1,3.246413977,4
rest,216.59,219.52,179.23,1,3.311295039,4
sort,328.6,227.17,1623.85,1,3.381055966,4
week,271.12,250.06,540,1,3.351169056,4
read,298.88,286.39,458.46,1,3.247047423,4
cent,280.39,296.99,68.46,1,2.997537295,4
real,305.25,305.96,296.15,1,3.140754527,4
mind,351.06,352.53,332.31,1,3.261430155,4
next,456.48,444.7,606.92,1,2.836486186,4
need,465.98,462.59,509.23,1,3.343477819,4
used,515.7,510.24,585.38,1,2.877671486,4
want,653.58,612.47,1178.46,1,3.314577209,4
each,632.4,649.34,416.15,1,3.328755881,4
went,692.63,701.99,573.08,1,3.428199503,4
work,834.02,810.24,1137.69,1,3.293426414,4
must,922.85,929.16,842.31,1,3.512408829,4
such,943.02,978.67,487.69,1,3.317107872,4
much,1189.16,1136.81,1857.69,1,3.381704209,4
most,1190.84,1209.7,950,1,3.569963846,4
said,2774.02,2874.34,1493.08,1,3.576429147,4
vamp,0.34,0.3,0.77,2,2.56824202,4
nary,0.45,0.48,0,2,3.011235082,4
rasp,0.5,0.54,0,2,2.373258753,4
zing,0.56,0.6,0,2,2.402721918,4
zany,0.67,0.72,0,2,2.10696658,4
racy,1.01,0.9,2.31,2,2.260530549,4
romp,1.01,0.96,1.54,2,2.980684791,4
snip,0.95,1.02,0,2,1.999739732,4
nosy,1.01,1.08,0,2,2.724614292,4
seep,1.06,1.14,0,2,3.201117055,4
swag,1.06,1.14,0,2,2.083660226,4
wisp,1.23,1.33,0,2,2.651155105,4
waxy,1.34,1.45,0,2,1.824970499,4
awry,1.4,1.51,0,2,2.073647815,4
swap,1.79,1.75,2.31,2,2.219560939,4
smog,1.79,1.87,0.77,2,0.682332292,4
swig,1.84,1.99,0,2,1.362195395,4
wavy,2.07,2.05,2.31,2,2.858785516,4
crag,2.29,2.41,0.77,2,1.964147433,4
warp,2.29,2.47,0,2,2.500942716,4
wasp,2.4,2.53,0.77,2,2.517778969,4
smug,2.46,2.59,0.77,2,0.914925323,4
reap,2.57,2.65,1.54,2,2.903840303,4
snag,2.51,2.65,0.77,2,1.585987368,4
snug,2.74,2.95,0,2,1.433081176,4
rump,3.07,3.25,0.77,2,2.229259807,4
wiry,3.02,3.25,0,2,3.350253358,4
airy,3.24,3.43,0.77,2,2.556808033,4
sexy,3.74,3.98,0.77,2,2.191170016,4
ramp,4.36,4.58,1.54,2,2.794665351,4
carp,4.97,5.3,0.77,2,2.542712543,4
sung,6.03,6.27,3.08,2,2.913213982,4
sway,5.81,6.27,0,2,2.544973469,4
crap,6.82,6.99,4.62,2,2.100048146,4
weep,6.48,6.99,0,2,3.438277682,4
cosy,6.7,7.17,0.77,2,2.96408804,4
coup,6.76,7.23,0.77,2,2.669394606,4
wrap,7.15,7.53,2.31,2,1.883090077,4
rung,7.49,7.83,3.08,2,2.632908146,4
wary,7.65,7.89,4.62,2,3.244586413,4
rosy,8.27,8.92,0,2,2.91987414,4
snap,8.49,8.98,2.31,2,1.721888081,4
navy,18.94,19.46,12.31,2,2.625434186,4
sang,18.88,20.06,3.85,2,3.395468191,4
envy,18.99,20.3,2.31,2,1.582132205,4
soup,20.22,20.9,11.54,2,2.756076481,4
soap,20.45,21.87,2.31,2,2.767944984,4
vary,23.24,23.25,23.08,2,2.873642867,4
sing,24.19,24.52,20,2,3.148826493,4
crop,25.98,27.29,9.23,2,2.696463804,4
song,32.79,33.07,29.23,2,3.282995708,4
wing,32.63,33.92,16.15,2,3.503850584,4
rang,35.92,37.59,14.62,2,3.10092625,4
ring,66.09,66.63,59.23,2,3.055562766,4
camp,69.61,74.1,12.31,2,2.980955393,4
army,107.99,112.95,44.62,2,2.391864534,4
easy,150.06,150.54,143.85,2,2.91897497,4
away,679.05,696.87,451.54,2,2.922681647,4
many,968.88,971.87,930.77,2,3.345102776,4
very,1642.07,1399.52,4739.23,2,3.419194858,4
ails,0.34,0.36,0,10,2.13303782,4
cobs,0.34,0.36,0,10,2.473276341,4
info,0.34,0.36,0,10,0.788589707,4
nobs,0.34,0.36,0,10,2.233802593,4
orbs,0.39,0.42,0,10,0.926184054,4
wile,0.39,0.42,0,10,3.486498873,4
mods,0.73,0.48,3.85,10,2.859110414,4
vela,0.45,0.48,0,10,2.405558339,4
node,0.5,0.54,0,10,2.773353352,4
rots,0.5,0.54,0,10,2.923704622,4
inks,0.56,0.6,0,10,1.74719037,4
mote,0.61,0.6,0.77,10,3.136150472,4
nits,1.06,0.66,6.15,10,3.006666851,4
subs,0.67,0.72,0,10,2.277489319,4
vide,0.67,0.72,0,10,2.818300539,4
iota,0.73,0.78,0,10,1.657763463,4
outs,1.06,0.78,4.62,10,2.167693819,4
silo,0.73,0.78,0,10,2.49234537,4
cola,0.84,0.84,0.77,10,2.280195006,4
ante,0.84,0.9,0,10,2.550259953,4
axle,1.12,0.96,3.08,10,1.388556105,4
rote,0.89,0.96,0,10,2.963336214,4
webs,1.01,0.96,1.54,10,2.445067333,4
robs,0.95,1.02,0,10,2.42906244,4
ruts,0.95,1.02,0,10,2.451426776,4
wadi,0.95,1.02,0,10,2.200167666,4
cote,1.06,1.08,0.77,10,3.007550115,4
vats,1.01,1.08,0,10,2.586354403,4
wads,1.01,1.08,0,10,2.87274291,4
wets,1.17,1.14,1.54,10,2.939346824,4
sods,1.23,1.27,0.77,10,2.817191932,4
midi,1.34,1.33,1.54,10,2.051812955,4
suds,1.23,1.33,0,10,2.316842757,4
cabs,1.28,1.39,0,10,2.570101293,4
rubs,1.45,1.45,1.54,10,1.997183483,4
cots,1.45,1.57,0,10,2.967918523,4
rife,1.45,1.57,0,10,2.896013357,4
mite,1.51,1.63,0,10,3.245573314,4
rota,1.79,1.75,2.31,10,2.56469019,4
cubs,1.73,1.87,0,10,1.912353831,4
vets,2.18,1.93,5.38,10,2.749931267,4
veto,2.12,2.23,0.77,10,2.92805818,4
